well_id,well_name,month,oil_bbl,gas_mcf,days
well_026,Midland 26H,2023-05,13342.8,7700.3,29
well_026,Midland 26H,2023-06,11654.3,7146.7,28
well_026,Midland 26H,2023-07,12521.1,8402.8,31
well_026,Midland 26H,2023-08,9101.2,5576.0,29
well_026,Midland 26H,2023-09,8852.1,5344.5,29
well_026,Midland 26H,2023-10,8504.4,5524.7,30
well_026,Midland 26H,2023-11,8594.9,5501.1,30
well_026,Midland 26H,2023-12,8664.7,5157.1,31
well_026,Midland 26H,2024-01,7634.1,4786.0,30
well_026,Midland 26H,2024-02,2746.1,1779.7,11
well_026,Midland 26H,2024-03,5948.5,4163.1,28
well_026,Midland 26H,2024-04,5823.7,4197.0,28
well_026,Midland 26H,2024-05,4233.9,2775.6,21
well_026,Midland 26H,2024-06,6707.5,4564.9,30
well_026,Midland 26H,2024-07,4825.5,3048.2,28
well_026,Midland 26H,2024-08,5635.2,3475.2,31
well_026,Midland 26H,2024-09,4889.8,3245.4,28
well_026,Midland 26H,2024-10,4765.9,2819.5,29
well_026,Midland 26H,2024-11,5257.6,2983.2,29
well_026,Midland 26H,2024-12,4792.9,3437.1,30
well_026,Midland 26H,2025-01,4154.9,2864.7,28
well_026,Midland 26H,2025-02,4297.3,2768.0,28
well_026,Midland 26H,2025-03,4251.3,2733.2,30
well_026,Midland 26H,2025-04,3776.6,2673.1,29
well_026,Midland 26H,2025-05,3965.1,2347.1,31
well_026,Midland 26H,2025-06,4147.7,3103.8,29
well_026,Midland 26H,2025-07,3307.0,2185.5,28
well_026,Midland 26H,2025-08,3274.1,2232.1,28
well_026,Midland 26H,2025-09,1219.6,788.4,12
well_026,Midland 26H,2025-10,3419.4,2188.5,30
well_026,Midland 26H,2025-11,3540.4,2340.6,31
well_026,Midland 26H,2025-12,2873.9,1756.3,30
well_026,Midland 26H,2026-01,2927.6,1660.5,29
well_026,Midland 26H,2026-02,3219.9,2271.4,30
well_026,Midland 26H,2026-03,2775.9,2031.8,28
well_026,Midland 26H,2026-04,2840.5,1998.6,29
well_026,Midland 26H,2026-05,3014.1,1868.8,31
well_027,Loving 27H,2024-04,16628.3,11129.8,29
well_027,Loving 27H,2024-05,13627.2,10096.4,29
well_027,Loving 27H,2024-06,13885.2,10641.5,28
well_027,Loving 27H,2024-07,12597.3,10740.7,30
well_027,Loving 27H,2024-08,11638.4,8232.1,28
well_027,Loving 27H,2024-09,11449.6,8862.4,30
well_027,Loving 27H,2024-10,9979.3,7306.7,31
well_027,Loving 27H,2024-11,9986.9,7835.7,29
well_027,Loving 27H,2024-12,6268.8,4251.8,21
well_027,Loving 27H,2025-01,3972.6,2415.7,14
well_027,Loving 27H,2025-02,4201.9,3487.2,15
well_027,Loving 27H,2025-03,8265.4,6312.2,30
well_027,Loving 27H,2025-04,3097.9,2450.9,12
well_027,Loving 27H,2025-05,7049.3,5387.7,31
well_027,Loving 27H,2025-06,6901.3,4889.8,29
well_027,Loving 27H,2025-07,7050.3,5524.2,30
well_027,Loving 27H,2025-08,5717.4,4083.4,29
well_027,Loving 27H,2025-09,5918.5,3925.5,30
well_027,Loving 27H,2025-10,6745.1,4868.8,30
well_027,Loving 27H,2025-11,5290.3,3499.9,28
well_027,Loving 27H,2025-12,5955.3,4515.1,30
well_027,Loving 27H,2026-01,5741.9,4267.0,30
well_027,Loving 27H,2026-02,5329.8,3468.4,30
well_027,Loving 27H,2026-03,4895.5,3478.6,28
well_027,Loving 27H,2026-04,5344.4,4077.8,30
well_027,Loving 27H,2026-05,4406.5,3476.8,28
well_028,Howard 28H,2021-05,26979.5,21540.9,31
well_028,Howard 28H,2021-06,23936.8,18249.7,31
well_028,Howard 28H,2021-07,19538.4,15201.6,30
well_028,Howard 28H,2021-08,21264.6,19639.2,31
well_028,Howard 28H,2021-09,16169.6,14569.3,30
well_028,Howard 28H,2021-10,15312.0,13237.8,30
well_028,Howard 28H,2021-11,16141.4,13325.0,31
well_028,Howard 28H,2021-12,14825.7,14719.7,31
well_028,Howard 28H,2022-01,14078.7,13455.7,29
well_028,Howard 28H,2022-02,12646.3,13920.2,29
well_028,Howard 28H,2022-03,13090.8,12228.7,30
well_028,Howard 28H,2022-04,12463.7,10905.9,31
well_028,Howard 28H,2022-05,9706.4,8144.8,28
well_028,Howard 28H,2022-06,11354.3,10579.7,29
well_028,Howard 28H,2022-07,9067.2,8332.7,28
well_028,Howard 28H,2022-08,8922.8,8102.4,29
well_028,Howard 28H,2022-09,8579.4,7768.9,28
well_028,Howard 28H,2022-10,8226.7,7270.6,28
well_028,Howard 28H,2022-11,9777.1,8967.2,29
well_028,Howard 28H,2022-12,8813.1,8491.6,30
well_028,Howard 28H,2023-01,7388.6,6224.5,30
well_028,Howard 28H,2023-02,7539.1,6551.4,30
well_028,Howard 28H,2023-03,8222.2,6862.2,29
well_028,Howard 28H,2023-04,8225.0,6795.1,31
well_028,Howard 28H,2023-05,7997.7,7463.2,31
well_028,Howard 28H,2023-06,4648.8,5032.9,19
well_028,Howard 28H,2023-07,7071.5,6367.3,29
well_028,Howard 28H,2023-08,6611.3,5637.3,28
well_028,Howard 28H,2023-09,6393.5,6351.9,30
well_028,Howard 28H,2023-10,5896.3,5328.5,29
well_028,Howard 28H,2023-11,6157.2,5702.3,29
well_028,Howard 28H,2023-12,5146.4,4533.7,28
well_028,Howard 28H,2024-01,5517.5,4655.0,29
well_028,Howard 28H,2024-02,5561.9,4612.0,28
well_028,Howard 28H,2024-03,5220.1,4929.1,31
well_028,Howard 28H,2024-04,3669.1,3025.3,18
well_028,Howard 28H,2024-05,6007.6,5967.0,30
well_028,Howard 28H,2024-06,5812.8,4857.6,31
well_028,Howard 28H,2024-07,5455.9,5876.1,29
well_028,Howard 28H,2024-08,5548.8,5496.1,30
well_028,Howard 28H,2024-09,5376.6,5135.7,29
well_028,Howard 28H,2024-10,4888.6,4506.7,28
well_028,Howard 28H,2024-11,5493.9,5376.8,30
well_028,Howard 28H,2024-12,5086.9,4297.2,31
well_028,Howard 28H,2025-01,4691.9,4678.3,31
well_028,Howard 28H,2025-02,4646.3,4551.3,28
well_028,Howard 28H,2025-03,4697.4,4679.8,31
well_028,Howard 28H,2025-04,4279.1,3363.9,28
well_028,Howard 28H,2025-05,2537.8,2368.4,19
well_028,Howard 28H,2025-06,4087.3,3754.0,29
well_028,Howard 28H,2025-07,4187.7,3998.1,28
well_028,Howard 28H,2025-08,4342.9,4212.6,31
well_028,Howard 28H,2025-09,4260.4,4024.5,28
well_028,Howard 28H,2025-10,4153.9,3639.2,29
well_028,Howard 28H,2025-11,3860.2,3378.8,28
well_028,Howard 28H,2025-12,4162.1,3436.4,30
well_028,Howard 28H,2026-01,4446.5,4632.7,31
well_028,Howard 28H,2026-02,3805.6,3072.3,31
well_028,Howard 28H,2026-03,3707.5,3514.5,29
well_028,Howard 28H,2026-04,4157.9,4258.4,31
well_028,Howard 28H,2026-05,4260.1,3418.3,31
well_029,Ward 29H,2022-06,34918.1,85033.7,31
well_029,Ward 29H,2022-07,28318.3,58383.4,30
well_029,Ward 29H,2022-08,27673.1,67275.6,31
well_029,Ward 29H,2022-09,23183.0,51222.2,29
well_029,Ward 29H,2022-10,21294.2,42669.2,28
well_029,Ward 29H,2022-11,20723.7,47826.2,31
well_029,Ward 29H,2022-12,17949.9,34811.2,31
well_029,Ward 29H,2023-01,14335.9,31834.9,28
well_029,Ward 29H,2023-02,16453.7,35663.8,31
well_029,Ward 29H,2023-03,14793.6,28248.7,29
well_029,Ward 29H,2023-04,12834.4,26984.5,28
well_029,Ward 29H,2023-05,13648.9,27184.1,29
well_029,Ward 29H,2023-06,12615.0,27806.5,29
well_029,Ward 29H,2023-07,12164.6,30391.0,30
well_029,Ward 29H,2023-08,10634.8,19230.2,28
well_029,Ward 29H,2023-09,11101.6,24258.9,31
well_029,Ward 29H,2023-10,10732.9,22035.6,29
well_029,Ward 29H,2023-11,11596.2,21122.3,30
well_029,Ward 29H,2023-12,9385.4,20508.8,30
well_029,Ward 29H,2024-01,10049.5,21993.8,30
well_029,Ward 29H,2024-02,9740.6,19758.0,29
well_029,Ward 29H,2024-03,8900.1,19892.8,30
well_029,Ward 29H,2024-04,8203.5,19246.3,30
well_029,Ward 29H,2024-05,8753.4,19330.4,28
well_029,Ward 29H,2024-06,7323.5,15588.4,30
well_029,Ward 29H,2024-07,8536.0,16213.2,31
well_029,Ward 29H,2024-08,6542.1,12968.7,28
well_029,Ward 29H,2024-09,8034.3,16920.8,30
well_029,Ward 29H,2024-10,6552.8,12873.5,28
well_029,Ward 29H,2024-11,7403.0,15170.7,31
well_029,Ward 29H,2024-12,6717.3,13705.0,31
well_029,Ward 29H,2025-01,6230.1,12461.5,31
well_029,Ward 29H,2025-02,6262.7,13547.3,30
well_029,Ward 29H,2025-03,5557.8,10183.9,28
well_029,Ward 29H,2025-04,6005.9,13520.4,31
well_029,Ward 29H,2025-05,5594.1,10619.2,30
well_029,Ward 29H,2025-06,5479.2,11390.2,29
well_029,Ward 29H,2025-07,5169.1,11343.2,28
well_029,Ward 29H,2025-08,5375.1,11563.7,29
well_029,Ward 29H,2025-09,5418.7,10581.0,30
well_029,Ward 29H,2025-10,5065.1,10331.6,29
well_029,Ward 29H,2025-11,4743.3,9858.9,28
well_029,Ward 29H,2025-12,4972.1,8425.6,29
well_029,Ward 29H,2026-01,4895.1,9506.5,31
well_029,Ward 29H,2026-02,5159.4,10512.9,30
well_029,Ward 29H,2026-03,4739.4,8792.9,31
well_029,Ward 29H,2026-04,4808.2,10479.9,30
well_029,Ward 29H,2026-05,4885.4,11292.9,31
well_030,Glasscock 30H,2023-07,48841.4,62580.3,31
well_030,Glasscock 30H,2023-08,45064.4,73032.3,31
well_030,Glasscock 30H,2023-09,36989.6,54271.3,28
well_030,Glasscock 30H,2023-10,37003.2,59865.4,30
well_030,Glasscock 30H,2023-11,29908.4,53404.7,28
well_030,Glasscock 30H,2023-12,29370.0,44857.1,30
well_030,Glasscock 30H,2024-01,29947.5,43578.3,28
well_030,Glasscock 30H,2024-02,25250.2,32857.4,29
well_030,Glasscock 30H,2024-03,21478.0,26569.7,30
well_030,Glasscock 30H,2024-04,22598.5,37070.1,28
well_030,Glasscock 30H,2024-05,21509.4,29587.8,30
well_030,Glasscock 30H,2024-06,5732.7,7780.9,9
well_030,Glasscock 30H,2024-07,16710.8,23946.1,30
well_030,Glasscock 30H,2024-08,16369.9,23349.0,28
well_030,Glasscock 30H,2024-09,17663.0,25787.1,31
well_030,Glasscock 30H,2024-10,17928.2,26058.9,31
well_030,Glasscock 30H,2024-11,16184.8,25065.0,29
well_030,Glasscock 30H,2024-12,13829.1,20611.7,28
well_030,Glasscock 30H,2025-01,14639.3,25108.9,30
well_030,Glasscock 30H,2025-02,13102.5,20616.5,31
well_030,Glasscock 30H,2025-03,12689.4,22981.7,30
well_030,Glasscock 30H,2025-04,5315.1,8153.8,13
well_030,Glasscock 30H,2025-05,12689.9,20195.0,31
well_030,Glasscock 30H,2025-06,10683.0,15911.2,31
well_030,Glasscock 30H,2025-07,10986.0,17774.9,30
well_030,Glasscock 30H,2025-08,3470.8,5699.6,10
well_030,Glasscock 30H,2025-09,9199.5,12839.7,28
well_030,Glasscock 30H,2025-10,9997.9,16953.6,31
well_030,Glasscock 30H,2025-11,9132.3,13424.2,30
well_030,Glasscock 30H,2025-12,9057.2,15343.3,28
well_030,Glasscock 30H,2026-01,8892.3,14662.5,29
well_030,Glasscock 30H,2026-02,8635.7,13949.6,28
well_030,Glasscock 30H,2026-03,9553.2,15724.2,30
well_030,Glasscock 30H,2026-04,9379.3,13281.4,29
well_030,Glasscock 30H,2026-05,7694.1,10840.4,28
well_031,Culberson 31H,2024-08,36496.3,78220.3,30
well_031,Culberson 31H,2024-09,34619.0,67370.6,31
well_031,Culberson 31H,2024-10,30299.8,56144.6,28
well_031,Culberson 31H,2024-11,33972.0,58445.2,31
well_031,Culberson 31H,2024-12,31523.3,52471.3,31
well_031,Culberson 31H,2025-01,26159.4,52123.8,30
well_031,Culberson 31H,2025-02,26599.1,53174.3,30
well_031,Culberson 31H,2025-03,23686.2,45522.6,28
well_031,Culberson 31H,2025-04,21104.5,36867.0,28
well_031,Culberson 31H,2025-05,23034.3,47075.1,30
well_031,Culberson 31H,2025-06,8514.5,18103.8,12
well_031,Culberson 31H,2025-07,17633.8,33679.5,31
well_031,Culberson 31H,2025-08,17246.3,31562.7,28
well_031,Culberson 31H,2025-09,18499.0,35721.4,29
well_031,Culberson 31H,2025-10,6454.0,13658.9,13
well_031,Culberson 31H,2025-11,16076.8,27193.1,31
well_031,Culberson 31H,2025-12,15361.8,28689.0,31
well_031,Culberson 31H,2026-01,16036.4,30342.6,29
well_031,Culberson 31H,2026-02,14235.7,26832.4,31
well_031,Culberson 31H,2026-03,12863.9,24784.5,30
well_031,Culberson 31H,2026-04,12037.8,23079.3,29
well_031,Culberson 31H,2026-05,13750.6,25119.2,30
well_032,Martin 32H,2021-09,25206.1,32432.5,31
well_032,Martin 32H,2021-10,23582.6,29009.2,31
well_032,Martin 32H,2021-11,19743.4,23490.6,28
well_032,Martin 32H,2021-12,19383.6,26199.2,30
well_032,Martin 32H,2022-01,18506.6,18316.0,31
well_032,Martin 32H,2022-02,16659.5,19373.8,28
well_032,Martin 32H,2022-03,15126.0,20122.3,28
well_032,Martin 32H,2022-04,14525.8,22759.9,28
well_032,Martin 32H,2022-05,12360.1,15653.6,28
well_032,Martin 32H,2022-06,13072.2,16011.3,29
well_032,Martin 32H,2022-07,12390.5,15280.2,28
well_032,Martin 32H,2022-08,11325.4,12842.8,29
well_032,Martin 32H,2022-09,11060.8,13240.2,28
well_032,Martin 32H,2022-10,10099.9,11369.9,28
well_032,Martin 32H,2022-11,10577.7,12050.8,30
well_032,Martin 32H,2022-12,9395.3,12830.7,30
well_032,Martin 32H,2023-01,8106.9,9655.3,28
well_032,Martin 32H,2023-02,9710.3,10427.2,31
well_032,Martin 32H,2023-03,9067.2,11750.0,30
well_032,Martin 32H,2023-04,8923.5,11528.6,31
well_032,Martin 32H,2023-05,7871.8,10221.1,28
well_032,Martin 32H,2023-06,6641.8,9226.8,30
well_032,Martin 32H,2023-07,7240.6,9226.5,29
well_032,Martin 32H,2023-08,5014.1,6782.1,23
well_032,Martin 32H,2023-09,5457.3,7638.7,28
well_032,Martin 32H,2023-10,6786.4,7521.0,29
well_032,Martin 32H,2023-11,7396.8,8476.2,31
well_032,Martin 32H,2023-12,6724.6,7433.1,29
well_032,Martin 32H,2024-01,6652.2,7838.8,30
well_032,Martin 32H,2024-02,6661.7,8358.6,30
well_032,Martin 32H,2024-03,5503.8,6411.6,31
well_032,Martin 32H,2024-04,6214.3,7255.3,30
well_032,Martin 32H,2024-05,5314.1,6538.7,28
well_032,Martin 32H,2024-06,5665.8,6831.7,28
well_032,Martin 32H,2024-07,5143.2,5837.7,28
well_032,Martin 32H,2024-08,5179.5,6476.2,30
well_032,Martin 32H,2024-09,5195.3,6937.8,28
well_032,Martin 32H,2024-10,4684.0,5214.7,30
well_032,Martin 32H,2024-11,5027.1,5498.8,30
well_032,Martin 32H,2024-12,3330.2,3902.3,19
well_032,Martin 32H,2025-01,4544.4,4685.1,30
well_032,Martin 32H,2025-02,4606.3,5608.8,28
well_032,Martin 32H,2025-03,4454.7,4648.8,30
well_032,Martin 32H,2025-04,4637.7,5001.9,31
well_032,Martin 32H,2025-05,4274.6,5386.0,28
well_032,Martin 32H,2025-06,4323.8,5048.1,28
well_032,Martin 32H,2025-07,3701.2,5090.2,28
well_032,Martin 32H,2025-08,4190.5,4708.0,31
well_032,Martin 32H,2025-09,3771.1,4761.6,29
well_032,Martin 32H,2025-10,4200.7,5055.8,30
well_032,Martin 32H,2025-11,4255.0,5319.1,29
well_032,Martin 32H,2025-12,3736.3,4464.1,29
well_032,Martin 32H,2026-01,4094.6,4889.5,30
well_032,Martin 32H,2026-02,3868.4,4523.5,30
well_032,Martin 32H,2026-03,4278.9,5388.0,31
well_032,Martin 32H,2026-04,3895.7,5245.7,30
well_032,Martin 32H,2026-05,3396.4,4089.5,28
well_033,Reeves 33H,2022-10,25908.7,21616.8,29
well_033,Reeves 33H,2022-11,20952.3,19547.3,28
well_033,Reeves 33H,2022-12,20038.6,16429.8,30
well_033,Reeves 33H,2023-01,17425.1,17198.0,29
well_033,Reeves 33H,2023-02,14916.9,13478.2,28
well_033,Reeves 33H,2023-03,15402.8,13220.1,31
well_033,Reeves 33H,2023-04,15963.7,15068.4,31
well_033,Reeves 33H,2023-05,12615.0,11980.7,29
well_033,Reeves 33H,2023-06,13121.2,11382.5,30
well_033,Reeves 33H,2023-07,13119.0,10829.0,30
well_033,Reeves 33H,2023-08,11629.9,10050.0,28
well_033,Reeves 33H,2023-09,10173.0,8453.5,29
well_033,Reeves 33H,2023-10,9730.9,8558.0,28
well_033,Reeves 33H,2023-11,10597.3,11183.6,30
well_033,Reeves 33H,2023-12,9676.3,8294.0,28
well_033,Reeves 33H,2024-01,9384.3,8912.0,31
well_033,Reeves 33H,2024-02,8781.2,8771.9,30
well_033,Reeves 33H,2024-03,8795.3,8231.1,31
well_033,Reeves 33H,2024-04,7452.1,6984.0,29
well_033,Reeves 33H,2024-05,7736.3,8128.7,28
well_033,Reeves 33H,2024-06,8180.4,7249.6,30
well_033,Reeves 33H,2024-07,7626.6,6940.9,31
well_033,Reeves 33H,2024-08,7317.2,7400.2,30
well_033,Reeves 33H,2024-09,7080.9,5899.8,29
well_033,Reeves 33H,2024-10,6822.9,5866.5,29
well_033,Reeves 33H,2024-11,7332.7,6113.8,30
well_033,Reeves 33H,2024-12,6805.6,5843.7,29
well_033,Reeves 33H,2025-01,6122.5,6356.2,30
well_033,Reeves 33H,2025-02,6329.9,5759.9,29
well_033,Reeves 33H,2025-03,6317.7,6387.9,29
well_033,Reeves 33H,2025-04,2461.8,2253.0,12
well_033,Reeves 33H,2025-05,6541.7,5359.3,29
well_033,Reeves 33H,2025-06,6337.3,5877.4,31
well_033,Reeves 33H,2025-07,4597.5,4042.1,23
well_033,Reeves 33H,2025-08,5658.4,5950.4,30
well_033,Reeves 33H,2025-09,5587.6,4744.9,28
well_033,Reeves 33H,2025-10,5118.9,4096.4,28
well_033,Reeves 33H,2025-11,5058.4,4287.9,30
well_033,Reeves 33H,2025-12,5309.7,4326.8,30
well_033,Reeves 33H,2026-01,2506.4,2328.9,14
well_033,Reeves 33H,2026-02,4385.4,4297.0,30
well_033,Reeves 33H,2026-03,4620.9,4035.5,31
well_033,Reeves 33H,2026-04,4759.0,4507.5,29
well_033,Reeves 33H,2026-05,4491.2,4164.3,28
well_034,Midland 34H,2023-11,18811.0,21023.4,30
well_034,Midland 34H,2023-12,17033.3,21108.5,28
well_034,Midland 34H,2024-01,14658.3,14207.4,28
well_034,Midland 34H,2024-02,15496.0,16903.5,29
well_034,Midland 34H,2024-03,12052.4,10726.2,29
well_034,Midland 34H,2024-04,12422.2,12766.6,31
well_034,Midland 34H,2024-05,11808.2,11811.5,29
well_034,Midland 34H,2024-06,10379.7,11043.7,30
well_034,Midland 34H,2024-07,10910.6,11379.2,31
well_034,Midland 34H,2024-08,9950.7,10609.0,29
well_034,Midland 34H,2024-09,9448.8,9546.4,29
well_034,Midland 34H,2024-10,8707.2,8407.0,31
well_034,Midland 34H,2024-11,9044.8,9231.1,29
well_034,Midland 34H,2024-12,7846.2,7671.2,28
well_034,Midland 34H,2025-01,7803.8,9242.2,28
well_034,Midland 34H,2025-02,8464.3,8066.8,30
well_034,Midland 34H,2025-03,7240.4,7423.3,28
well_034,Midland 34H,2025-04,7135.7,6750.3,28
well_034,Midland 34H,2025-05,7599.8,8036.2,30
well_034,Midland 34H,2025-06,6629.7,6495.0,29
well_034,Midland 34H,2025-07,6674.1,6737.5,29
well_034,Midland 34H,2025-08,4522.4,4060.2,22
well_034,Midland 34H,2025-09,5360.3,5744.7,28
well_034,Midland 34H,2025-10,5556.1,5611.6,29
well_034,Midland 34H,2025-11,5680.7,6739.6,30
well_034,Midland 34H,2025-12,5508.7,5235.6,29
well_034,Midland 34H,2026-01,4779.5,4870.2,28
well_034,Midland 34H,2026-02,5662.8,6343.9,30
well_034,Midland 34H,2026-03,5085.6,5670.9,31
well_034,Midland 34H,2026-04,4699.3,4896.9,29
well_034,Midland 34H,2026-05,5010.1,5152.4,30
well_035,Loving 35H,2024-12,11701.1,7647.2,29
well_035,Loving 35H,2025-01,10473.8,8187.6,29
well_035,Loving 35H,2025-02,10149.8,6866.9,30
well_035,Loving 35H,2025-03,7675.4,5860.2,23
well_035,Loving 35H,2025-04,8678.7,6305.4,28
well_035,Loving 35H,2025-05,5653.4,4136.6,21
well_035,Loving 35H,2025-06,7150.3,5338.5,29
well_035,Loving 35H,2025-07,3052.7,2012.2,12
well_035,Loving 35H,2025-08,2511.0,1769.2,12
well_035,Loving 35H,2025-09,6348.2,4120.6,30
well_035,Loving 35H,2025-10,5035.2,3603.1,29
well_035,Loving 35H,2025-11,5737.3,4049.4,30
well_035,Loving 35H,2025-12,4943.4,3361.1,30
well_035,Loving 35H,2026-01,4637.9,3787.3,31
well_035,Loving 35H,2026-02,4616.0,3339.5,30
well_035,Loving 35H,2026-03,4670.8,3119.5,29
well_035,Loving 35H,2026-04,4355.5,3095.0,30
well_035,Loving 35H,2026-05,4116.4,3381.5,29
well_036,Howard 36H,2021-01,9535.8,5462.8,30
well_036,Howard 36H,2021-02,9935.3,6086.7,30
well_036,Howard 36H,2021-03,8175.6,5180.2,29
well_036,Howard 36H,2021-04,7433.5,3807.5,28
well_036,Howard 36H,2021-05,7264.3,3826.5,29
well_036,Howard 36H,2021-06,6853.8,3485.6,31
well_036,Howard 36H,2021-07,6281.1,3418.8,31
well_036,Howard 36H,2021-08,5476.2,3418.2,28
well_036,Howard 36H,2021-09,5107.3,2607.2,30
well_036,Howard 36H,2021-10,4968.5,3042.9,28
well_036,Howard 36H,2021-11,5432.8,3316.5,31
well_036,Howard 36H,2021-12,4308.2,2498.8,28
well_036,Howard 36H,2022-01,4964.2,2727.1,29
well_036,Howard 36H,2022-02,4070.2,2167.7,29
well_036,Howard 36H,2022-03,4492.9,2954.0,29
well_036,Howard 36H,2022-04,3871.0,2459.2,28
well_036,Howard 36H,2022-05,3667.2,2619.6,30
well_036,Howard 36H,2022-06,3810.7,2582.7,31
well_036,Howard 36H,2022-07,3581.9,2280.2,30
well_036,Howard 36H,2022-08,3395.8,1955.3,29
well_036,Howard 36H,2022-09,3660.3,2188.2,29
well_036,Howard 36H,2022-10,3245.8,1829.8,28
well_036,Howard 36H,2022-11,3070.5,1721.8,29
well_036,Howard 36H,2022-12,2713.4,1536.0,28
well_036,Howard 36H,2023-01,2856.0,1409.5,30
well_036,Howard 36H,2023-02,2874.7,1510.9,28
well_036,Howard 36H,2023-03,3161.4,2170.4,31
well_036,Howard 36H,2023-04,2904.2,1621.8,30
well_036,Howard 36H,2023-05,2668.5,1709.7,29
well_036,Howard 36H,2023-06,2649.9,1458.6,28
well_036,Howard 36H,2023-07,2238.0,1161.5,28
well_036,Howard 36H,2023-08,2539.2,1440.0,30
well_036,Howard 36H,2023-09,2707.1,1630.9,31
well_036,Howard 36H,2023-10,1991.5,1247.0,28
well_036,Howard 36H,2023-11,2562.6,1553.4,31
well_036,Howard 36H,2023-12,2026.0,1233.5,28
well_036,Howard 36H,2024-01,1886.2,1037.1,29
well_036,Howard 36H,2024-02,2422.7,1405.2,31
well_036,Howard 36H,2024-03,1981.2,1148.5,28
well_036,Howard 36H,2024-04,2287.5,1218.4,31
well_036,Howard 36H,2024-05,2159.4,1278.6,28
well_036,Howard 36H,2024-06,1350.1,812.3,21
well_036,Howard 36H,2024-07,2090.9,1199.3,31
well_036,Howard 36H,2024-08,1930.4,1091.6,30
well_036,Howard 36H,2024-09,1879.2,1152.3,28
well_036,Howard 36H,2024-10,1784.6,1006.0,30
well_036,Howard 36H,2024-11,1647.0,879.2,29
well_036,Howard 36H,2024-12,1734.6,1049.4,30
well_036,Howard 36H,2025-01,2000.7,1083.9,31
well_036,Howard 36H,2025-02,1768.3,1305.4,31
well_036,Howard 36H,2025-03,1502.1,808.8,28
well_036,Howard 36H,2025-04,706.1,435.0,14
well_036,Howard 36H,2025-05,1645.5,943.9,31
well_036,Howard 36H,2025-06,1750.6,967.2,31
well_036,Howard 36H,2025-07,1461.1,850.9,29
well_036,Howard 36H,2025-08,1638.4,894.6,31
well_036,Howard 36H,2025-09,1402.0,745.4,28
well_036,Howard 36H,2025-10,1464.1,843.4,29
well_036,Howard 36H,2025-11,1572.2,787.8,30
well_036,Howard 36H,2025-12,1349.0,718.7,29
well_036,Howard 36H,2026-01,1336.4,688.1,28
well_036,Howard 36H,2026-02,1281.7,775.5,29
well_036,Howard 36H,2026-03,1275.6,678.6,29
well_036,Howard 36H,2026-04,1345.1,770.9,29
well_036,Howard 36H,2026-05,1417.2,832.2,31
well_037,Ward 37H,2022-02,17543.0,41556.4,31
well_037,Ward 37H,2022-03,15434.3,34745.9,31
well_037,Ward 37H,2022-04,13362.6,28013.9,30
well_037,Ward 37H,2022-05,11768.6,29566.8,28
well_037,Ward 37H,2022-06,10857.0,24370.3,29
well_037,Ward 37H,2022-07,10331.4,23159.7,29
well_037,Ward 37H,2022-08,9989.7,24828.5,31
well_037,Ward 37H,2022-09,8171.0,16421.0,30
well_037,Ward 37H,2022-10,8963.8,18577.2,30
well_037,Ward 37H,2022-11,8472.1,19471.7,29
well_037,Ward 37H,2022-12,3258.1,7064.5,14
well_037,Ward 37H,2023-01,7070.8,17009.3,31
well_037,Ward 37H,2023-02,6963.9,14902.2,30
well_037,Ward 37H,2023-03,7469.7,21039.8,31
well_037,Ward 37H,2023-04,3842.6,8774.4,20
well_037,Ward 37H,2023-05,6524.8,16127.1,30
well_037,Ward 37H,2023-06,5966.8,15978.2,30
well_037,Ward 37H,2023-07,5815.4,15170.8,28
well_037,Ward 37H,2023-08,4760.6,10895.8,29
well_037,Ward 37H,2023-09,4983.5,12108.3,30
well_037,Ward 37H,2023-10,4686.5,12728.8,28
well_037,Ward 37H,2023-11,4548.6,10208.7,30
well_037,Ward 37H,2023-12,4621.5,10168.6,29
well_037,Ward 37H,2024-01,4636.1,12742.6,31
well_037,Ward 37H,2024-02,4177.2,10698.4,30
well_037,Ward 37H,2024-03,4355.8,9897.9,30
well_037,Ward 37H,2024-04,4102.5,9841.3,29
well_037,Ward 37H,2024-05,4291.6,9735.2,31
well_037,Ward 37H,2024-06,3691.3,8790.6,29
well_037,Ward 37H,2024-07,3783.2,8026.5,29
well_037,Ward 37H,2024-08,3462.6,8041.3,28
well_037,Ward 37H,2024-09,3706.6,7418.5,29
well_037,Ward 37H,2024-10,3568.2,7701.2,29
well_037,Ward 37H,2024-11,3853.2,9449.1,31
well_037,Ward 37H,2024-12,2914.7,6796.6,29
well_037,Ward 37H,2025-01,2923.2,7049.1,30
well_037,Ward 37H,2025-02,3487.2,6919.2,30
well_037,Ward 37H,2025-03,2905.4,6552.6,30
well_037,Ward 37H,2025-04,1141.3,2799.4,11
well_037,Ward 37H,2025-05,3015.4,6198.5,29
well_037,Ward 37H,2025-06,2864.6,5746.6,29
well_037,Ward 37H,2025-07,2787.3,6911.0,31
well_037,Ward 37H,2025-08,2712.4,6932.7,30
well_037,Ward 37H,2025-09,2950.9,7794.0,30
well_037,Ward 37H,2025-10,2772.2,6662.5,31
well_037,Ward 37H,2025-11,2748.5,6258.8,30
well_037,Ward 37H,2025-12,2497.9,5238.0,29
well_037,Ward 37H,2026-01,2461.6,5315.2,28
well_037,Ward 37H,2026-02,2206.8,5193.9,28
well_037,Ward 37H,2026-03,2434.0,5767.1,29
